stt,word,furigana,Sino-Vietnamese,meaning,example
883,確実な,かくじつ,xác thực,chinh xác,"[['1. 将来について確実なことは分からない。', 'Không thể biết rõ ràng những chuyện trong tương lai.'], ['2. この情報は確実だ。', 'Thông tin này là chính xác.'], ['3. この点数なら合格は確実だ。', 'Với điểm như thế này thì chắc chắn đậu rồi.'], ['4. 問題を確実に処理する。', 'Xử lí vấn đề một cách rõ ràng.'], ['5. 来月政権が交代することが確実になった。', 'Tháng sau, việc thay đổi chính quyền là chính xác.'], ['類 確かな', ''], ['合 確実さ、確実性、当選確実', ''], ['対 不確実な', ''], ['連 確実になる', '']]"
884,明らかな,あき,minh,"rõ ràng, sáng tỏ","[['1. 事故の原因は明らかではない。', 'Nguyên nhân vụ tai nạn không rõ ràng.'], ['2. 明らかに彼は嘘をついている。', 'Rõ ràng là anh ta đang nói dối.'], ['3. A 社はB\u3000社が合併することが明らかになった。', 'Việc công ty A và công ty B sát nhập là đúng.'], ['4. 首相は自分がガンであることを明らかにした。', 'Phơi bày việc thủ tướng bị bệnh ung thư.'], ['類 はっきりした、明確な、明白な', ''], ['連 明らかになる、明らかにする', '']]"
885,曖昧な,あいまい,ái muội,"mơ hồ, không rõ ràng","[['1. 社長は辞任についてあいまいな態度を取った。', 'Giám đốc tỏ thái độ không rõ ràng về việc từ chức.'], ['2. 曖昧な｛表現/言い方…｝', ''], ['3. あの日のことは記憶があいまいだ。', 'Sự việc ngày hôm đó là sự một kí ức mơ hồ.'], ['4. 重要な問題をあいまいにしてしまう。', 'Tôi đã không làm rõ ràng một sự việc quan trọng.'], ['類 あやふやな', ''], ['合 あいまいさ', ''], ['対 はっきりした、明確な、明白な', ''], ['連 あいまいにする', '']]"
886,具体的な,ぐたいてき,cụ thể đích,"cụ thể, rõ ràng","[['1. 「分かりにくいので、もっと具体的に説明してください」', 'Khó hiểu nên hãy giải thích cụ thể hơn đi ạ.'], ['2. 具体的な｛話/例/計画/方法…｝', ''], ['合 具体性、具体例、具体案、具体化', ''], ['対 抽象的な', '']]"
887,抽象的な,ちゅうしょうてき,trừu tượng đích,tính trừu tượng,"[['1. 名詞は形のない抽象的な物事も表す。', 'Danh từ cũng chỉ những sự việc không có hình dạng mang tính trừu tượng.'], ['2. 抽象的な｛話/議論…｝', ''], ['3. この理論は抽象的過ぎてよくわからない。', 'Lí luận này mang tính trừu tượng quá không hiểu.'], ['合 抽象性、抽象画、抽象化', ''], ['対 具体的な', '']]"
888,等しい,ひと,đẳng,"bằng nhau, giống nhau","[['1. この二本の直線は長さが等しい。', 'Chiều dài đường thẳng hai quyển sách này là bằng nhau.'], ['2. 遺産は3人の子供たちに等しく分配された。', 'Tài sản được chia đều cho 3 đứa con.'], ['3. 彼の表情は「嫌だ」と言っているのに等しい。', 'Biểu cảm anh ấy nói lên rằng không thích nhưng vẫn bình thường.'], ['類 同じだ', ''], ['名 等しさ', '']]"
889,平等な,びょうどう,bình đẳng,bình đẳng,"[['1. 法の下では誰でも平等だ。', 'Dưới pháp luật thì ai cũng như nhau.'], ['2. 会の収入は会員に平等に分配される。', 'Việc vào hội trường thì bình đẳng đối với tất cả mọi người.'], ['関 公平な', ''], ['合 自由平等、男女平等、平等主義', ''], ['対 不平等な', '']]"
890,公平な,こうへい,công bình,công bằng,"[['1. 教師が学生によって態度を変えるのは公平ではない。', 'Giáo viên tùy vào học sinh mà thay đổi thái độ là không công bằng.'], ['2. 私の親は兄弟を公平に扱った。', 'Bố mẹ tôi đối xử công bằng với anh em tôi.'], ['3. 誰からも公平に意見を聞く。', 'Nghe ý kiến một cách công bằng từ bất kì ai.'], ['関 平等な', ''], ['合 公平さ', ''], ['対 不公平な', '']]"
891,人物,じんぶつ,nhân vật,"nhân vật, con người","[['1. これは歴史上の人物を描いた小説だ。', 'Đây là cuốn tiểu thuyết vẽ về nhân vật trong lịch sử.'], ['2. 短い面接だけでは、どんな人物かまでは分からない。', 'Đối với tiểu thuyết ngắn thì không hiểu được nhân vật đó là người như thế nào.'], ['3. ｛登場/重要/危険…｝人物', ''], ['関 人柄、人間性', '']]"
892,者,もの,giả,"người, kẻ","[['1. 「うちの者と相談してからお返事いたします」', 'Sau khi bàn bạc với người nhà tôi sẽ trả lời lại.'], ['2. 「私のような者に大事な仕事を任せてくださって、ありがとうございます」', 'Thật sự cảm ơn vì đã giao công việc quan trọng cho một người như tôi.'], ['3. 祖父は「まだまだ若い者には負けない」と言っている。', 'Ông tôi hay nói ""vẫn chưa thua giới trẻ đâu"".']]"
893,各自,かくじ,các tự,mỗi người,"[['1. 「パスポートは各自でお持ちください」', 'Mỗi người hãy mang theo hộ chiếu.'], ['2. 「昼食代は各自の負担とします」', 'Mỗi người sẽ đảm nhận tiền ăn trưa.'], ['関 それぞれ', ''], ['類 ひとりひとり、各々、めいめい', '']]"
894,気分,きぶん,khí phân,tâm trạng,"[['1. 緊張過ぎて気分が悪くなった。', 'Vì quá lo lắng nên tâm trạng không tốt.'], ['2. 部屋の模様替えをすると気分も変わる。', 'Nếu thay đổi trạng thái phòng thì cũng sẽ thay đổi tâm trạng.'], ['3. 散歩に行って気分転換する。', 'Đi dạo bộ để thay đổi tâm trạng.'], ['4. 朝喧嘩すると、一日中気分が悪い。', 'Nếu buổi sáng mà cãi nhau thì tâm trạng cả ngày sẽ không tốt.'], ['5. 「遊びに行かない？」「ごめん、今、そんな気分じゃないんだ」', '""Có đi chơi không ?""""Xin lỗi, hôm nay không có tâm trạng""'], ['類 気持ち', ''], ['合 ＿転換', ''], ['連 ＿がいい＜＝＞悪い', '']]"
895,気配,けはい,khí phối,"cảm giác, linh cảm","[['1. 暗くてよく見えないが、人のいる気配がする。', 'Mặc dù tối không nhìn thấy nhưng linh cảm có người.'], ['2. 入試が近いのに、息子は全く勉強する気配が｛ない/見えない｝。', 'Kì thi thì sắp tới rồi nhưng không có cảm giác đứa con trai không học hành gì cả.'], ['3. 東京では、2月の半ばになると、春の気配が感じられる。', 'Ở Tokyo, đến giữa tháng 2 có thể cảm giác như mùa xuân.'], ['連 ＿がする、＿がない、＿が見える、＿を感じる', '']]"
896,生きがい,い,sinh,mục đích sống,"[['1. 私は今の仕事に生きがいを感じている。', 'Tôi cảm thấy công việc hiện tại là lẽ sống.'], ['2. 母は子供が生きがいだと言っている。', 'Người mẹ nói con cái là mục đích sống của mình.'], ['3. 練習のかいがあって、入賞することができた。', 'Nếu chăm chỉ luyện tập thì có thê nhận được phần thưởng.'], ['4. 競技場まで応援に行ったのに、試合は中止だった、行ったかいがなかった。', 'Đến đường đua ngựa để cổ vũ vậy mà trận đấu lại hoãn, thật là mất công.'], ['合 やりがい、働きがい', ''], ['連 ＿がある＜＝＞ない', '']]"
897,行儀,ぎょうぎ,hành/hàng nghi,"lễ nghi, cách cư xử","[['1. 音を立てて食べるのは行事が悪い。', 'Khi ăn phát ra tiếng là cách cư xử không tốt.'], ['2. 「電車の中ではお行事よくしなさい」', 'Hãy cư xử có văn hóa khi ngồi trong tàu điện.'], ['関 マナー、エチケット', ''], ['合 ＿作法', ''], ['連 ＿がいい＜＝＞悪い', '']]"
898,品,ひん,phẩm,"phẩm giá, phong độ","[['1. 女王は姿にも話し方にも品がある。', 'Nữ vương từ vóc dáng đến cách nói chuyện đều có phẩm chất tốt.'], ['2. そんな品の悪い言葉を使ってはいけない。', 'Không được dùng những từ thô thiển như thế.'], ['3. 品のいい｛話し方/味/服装…｝', ''], ['関 気品、上品な＜＝＞下品な', ''], ['連 ＿がいい＜＝＞悪い、＿がある＜＝＞ない', '']]"
899,姿,すがた,tư,"hình ảnh, bóng dáng","[['1. 姉の後ろ姿は、母にそっくりだ。', 'Chị gái nhìn từ đằng sau, giống hệt mẹ.'], ['2. 富士山は美しい姿をしている。', 'Núi Phú Sĩ có hình dạng rất đẹp.'], ['3. 人の声が聞こえているのに姿が見えない。', 'Nghe thấy giọng người nhưng không thấy hình bóng đâu.'], ['4. 月が雲の影から姿を見せた。', 'Nhìn thấy hình ảnh của ánh trăng từ bóng của đám mây.'], ['5. 犯人は逃走したのち、完全に姿を消した。', 'Sau khi tội phạm chạy thoát, hoàn toàn làm mất hết dấu vết.'], ['6. 恋人には、私のありのままの姿を見てほしい。', 'Tôi muốn người yêu lưu lại những hình ảnh của tôi.'], ['7. この写真は被災地の今の姿を伝えている。', 'Hình ảnh này truyền tải hình ảnh của mảnh đất hiện tại chịu thiệt hại.'], ['類 恰好、見かけ', ''], ['合 後ろ＿', ''], ['連 ＿が見える、＿を消す、＿が消える、＿を見せる、＿を表す、＿を隠す、＿をくらます', '']]"
900,姿勢,しせい,tư thế,"điệu bộ,tư thế, thái độ","[['1. 彼女はダンスをやっているので、いつも姿勢がいい。', 'Cô ấy đang nhảy nên lúc nào tư thế cũng đẹp.'], ['2. 首相は外交に｛積極的な/意欲的な/前向きの…｝姿勢を取っている。', 'Thủ tướng luôn tỏ tư thế tích cực/chắc chắn/đầy tham vọng … đối với ngoại giao.'], ['3. 社員の抗議に経営側は強い姿勢でのぞんだ。', 'Những nhân viên chống đối có thái độ mạnh mẽ với hướng kinh tế nên đã bị đào thải.'], ['関 態度', ''], ['合 低＿', ''], ['連 ＿がいい＜＝＞悪い、＿を直す、＿を正す、～＿を取る、～＿を示す', '']]"
901,見かけ,み,kiến,"vẻ bề ngoài, ngoại hình","[['1. うちの犬は見かけは強そうだが、実は怖がりだ。', 'Con chó nhà tôi nhìn có vẻ khỏe mạnh nhưng thực ra là nó thấy sợ.'], ['2. 人は見かけによらない。', 'Con người không phụ thuộc vào ngoài hình.'], ['関 外見、外観', ''], ['連 ＿に寄らない', '']]"
902,振り,ふ,chấn,giả vờ,"[['1. 田中さんの欠席の理由を知っ  (A) 午いたが、知らないふりをした。', 'Biết lí do anh Tanaka nghỉ nhưng tôi giả vờ không biết.'], ['2. 熊にあったときは死んだふりをすれば大丈夫だそうだ。', 'Khi gặp gấu nếu giả vờ chết thì sẽ không sao.'], ['関 風', ''], ['連 ＿をする', '']]"
903,苦情,くじょう,khổ tình,phàn nàn,"[['1. 駅が汚いので、駅員に苦情を言った。', 'Nhà ga bẩn nên phàn nàn với nhân viên.'], ['関 文句', ''], ['類 クレーム', '']]"
904,口実,こうじつ,khẩu thực,"lấy lý do, bào chữa","[['1. 気が進まなかったので、風邪を口実にして飲み会を欠席した。', 'Không muốn đi nên ngụy biện ốm để vắng mặt buổi tiệc.'], ['関 言い訳', ''], ['連 ＿にする、＿をもうける', '']]"
905,動機,どうき,động cơ,"động cơ, nguyên nhân, lý do","[['1. 「我が社の求人に応募した動機は何ですか」', 'Động cơ ứng tuyển vào công ty chúng tôi là gì vậy?'], ['2. 刑事たちは犯行の動機を調べた。', 'Cảnh sát đang điều tra động cơ của tội phạm.'], ['3. お金持ちだから付き合うなんて、動機が不純だ。', 'Vì giàu mà kết giao là động cơ không trong sáng.'], ['連 ＿が不純だ', '']]"
906,皮肉,ひにく,bì nhục,"giễu cợt, mỉa mai","[['1. 田中部長はよく皮肉を言う。', 'Trưởng phòng Tanaka thường nói đùa.'], ['2. 犯人は皮肉な笑いを浮かべた。', 'Phạm nhân thể hiện gương mặt cười giễu cợt.'], ['3. 優秀な医者がアルツハイマーになるとは皮肉だ。', 'Việc bác sĩ ưu tú bị bệnh tâm thần là chuyện đùa.']]"
907,皮肉,ひにく,ý nghĩa,ý nghĩa,"[['1. 青年時代には人生の意義について考える物だ。', 'Thời thanh niên mà suy nghĩ về ý nghĩa cuộc sống là điều đương nhiên.'], ['2. 社会的に意義のある仕事がしたい。', 'Tôi muốn làm một công việc có ý nghĩa cho xã hội.'], ['3. その出来事は歴史的に重要な意義を持った。', 'Công việc này mang một ý nghĩa quan trọng về lịch sử.'], ['関 意味、価値', ''], ['合 有意義な', ''], ['連 ＿がある＜＝＞ない', '']]"
908,主義,しゅぎ,chủ nghĩa,"chủ nghĩa, nguyên tắc","[['1. 私は、一度言ったことは必ず最後まで貫く主義だ。', 'Tôi có nguyên tắc là khi đã nói thì nhất định phải làm đến cùng.'], ['2. 政治家は、主義や主張が違っても、国民のことを第一に考えなければならない。', 'Các nhà chính trị dù khác nguyên tắc hay chủ trương thì quan trọng nhất phải nghĩ đến nhân dân.'], ['合 ｛資本/民主/社会/自由…｝主義、｛個人/集団/平和/合理…｝、｛古典/ロマン/', '']]"
909,精神,せいしん,tinh thần,tinh thần,"[['1. 精神と肉体は結び付いている。', 'Tinh thần và thể chất có mối liên hệ với nhau.'], ['2. 精神を集中して考える。', 'Tập trung tinh thần để suy nghĩ.'], ['3. 精神を鍛える。', 'Rèn luyện tinh thần.'], ['4. ガンジーは最後まで「非暴力」の精神を持ち続けた。', 'Thánh Gandi đến tận cùng vẫn giữ tinh thần bất bạo động.'], ['関 心理', ''], ['類 心', ''], ['合 ＿的な、＿力、＿衛星、＿性、＿主義', '']]"
910,年代,ねんだい,niên đại,niên đại,"[['1. 日本では、1960年代は高度成長の時代だった。', 'Ở Nhật, những năm 60 là thời kì phát triển cao độ.'], ['2. 歴史上の事件を年代順を書く。', 'Viết các sự kiện lịch sử theo thứ tự niên đại.'], ['3. 年代を経た建物には、ある種の落ち着きが感じられる。', 'Đối với ngôi nhà trải qua năm tháng có thể cảm nhận thấy sự bình yên ở đó.'], ['4. 部長は父と同年代だろう。', 'Trưởng phòng là người cùng thời với bố tôi.'], ['関 世代', ''], ['類 年月、時代、時', ''], ['合 ［数学］＋年代', '']]"
911,世代,せだい,thế đại,thế hệ,"[['1. 我が家は三世代が一緒に住んでいる。', 'Gia đình tôi có 3 thế hệ cùng sinh sống.'], ['2. 若い人と話していると、世代の差を感じる。', 'Khi nói chuyện với người trẻ, sẽ cảm thấy sự khác biệt về thế hệ.'], ['合 同＿、［名詞］＋世代、＿交代', '']]"
912,基礎,きそ,cơ sở,cơ bản,"[['1. 何事も、基礎が大切だ。', 'Bất cứ chuyện gì thì cơ bản vẫn là quan trọng.'], ['2. この建物は基礎がしっかりしている。', 'Căn nhà này có nền móng chắc chắn.'], ['3. 基礎を身につけてから、いろいろ応用してみよう。', 'Sau khi lĩnh hội cái cơ bản rồi hãy thử ứng dụng vào nhiều thứ khác nhau.'], ['関 基本', ''], ['合 ＿知識、＿工事、＿練習、＿体力、＿的な', '']]"
913,基準,きじゅん,cơ chuẩn,tiêu chuẩn,"[['1. この川の水は水質基準を満たしていないから、飲まないほうがいい。', 'Nước của sông này không đạt tới mức độ chuẩn nên không uống thì tốt hơn.'], ['2. 日本は地震が多いので、建築基準が厳しい。', 'Nhật Bản có nhiều động đất nên tiêu chuẩn xây dựng rất khắt khe.'], ['3. 「評価の基準を示してください」', 'Hãy chỉ ra đáng giá tiêu chuẩn.'], ['関 水準、標準、レベル', ''], ['連 ＿を満たす', '']]"
914,標準,ひょうじゅん,tiêu chuẩn,tiêu chuẩn,"[['1. オリンピックの標準記録を上回り、出場できることになった。', 'Vượt qua kỉ lục tiêu chuẩn của Olympic thì được tham dự.'], ['2. 東京の生活を標準にして、地方の物価を考えてはいけない。', 'Lấy cuộc sống ở Tokyo làm tiêu chuẩn nên không thể nghĩ về giá cả của các địa phương.'], ['関 基準、水準、レベル', ''], ['合 ＿語、＿時、＿的な', '']]"
915,典型,てんけい,điển hình,điển hình,"[['1. この寺は江戸時代の仏教建築の典型だと言われている。', 'Người ta nói rằng ngôi chùa này là kiến trúc phật giáo cổ điển thời kì Edo.'], ['合 ＿的な', '']]"
916,方言,ほうげん,phương ngôn,tiếng địa phương,"[['1. 方言を聞くと、ふるさとを思い出す。', 'Khi nghe giọng địa phương tôi lại nghĩ về quê hương.'], ['2. 「あなたは方言が出ませんね」', 'Bạn không nói tiếng địa phương nhỉ.'], ['3. 田舎の方言で出す。', 'Nói bằng tiếng địa phương vùng quê.'], ['関 鉛', ''], ['類 標準語、共通語', '']]"
917,分布,ぶんぷ,phân bố,phân bố,"[['1. この植物は、西日本に広く分布している。', 'Loại thực vật này phân bố rộng ở phía tây Nhật Bản.'], ['2. この国の人口の分布は南に片寄っている。', 'Dân số nước này phân bố tập trung ở phía nam.'], ['合 ＿図、人口＿', '']]"
918,発展,はってん,phát triển,"phát triển, mở rộng","[['1. アジアは現在大きく発展している。', 'Hiện nay, châu Á đang phát triển mạnh.'], ['2. 軽い冗談が、思いがけない方向へ発展して、友人と絶交状態になった。', 'Chỉ là đùa giỡn vui thôi nhưng phát triển theo hướng không ngờ nên trở thành tuyệt giao với bạn thân.'], ['関 発達', ''], ['合 ＿性', '']]"
919,文明,ぶんめい,văn minh,văn minh,"[['1. 日本は1868年に明治維新が行われて以来、西洋文明が流行してきた。', 'Sau khi tổ chức cuộc duy tân Minh Trị ở Nhật, nó đã trở thành trào lưu văn minh ở các nước phương đông.'], ['2. 現代のイラク、イランは古代文明の発祥の地と言われている。', 'Nước Iraq, Iran hiện nay được cho là bắt nguồn từ mảnh đất văn minh cổ đại.'], ['3. 携帯電話は小型コンピューターのようで、文明の利器の典型だろう。', 'Điện thoại di động như là một máy tính cỡ nhỏ đúng là thiết bị hiện đại điển hình của nền văn minh.'], ['関 文化', ''], ['合 ＿開化、［名詞］＋文明', '']]"
920,普及,ふきゅう,phổ cập,"phổ cập, phổ biến","[['1. 携帯電話の普及は著しい。', 'Sự phổ cập của điện thoại di động là rất đáng kể.'], ['2. パソコンは一般家庭に普及するに伴い、インターネット利用者が急激に増えた。', 'Cùng với sự phổ cập máy tính ở các gia đình thì người dùng Intenet cũng tăng đột biến.'], ['関 広まる、広める', '']]"
921,制限,せいげん,chế hạn,"hạn chế, giới hạn","[['1. 「食べ放題」は時間に制限がある。', 'Ăn thỏa thích nhưng có giới hạn về thời gian.'], ['2. 会場が小さいので、入場者の数を制限した。', 'Công ty nhỏ nên có giới hạn về số người vào công ty.'], ['3. この道路は速度が40キロに制限されている。', 'Con đường này đã quy định với vận tốc giờ là 40km.'], ['類 規制', ''], ['合 食事＿、年齢＿、時間＿、カロリー＿、速度＿', ''], ['連 ＿がある、＿を加える、＿を緩める', '']]"
922,限度,げんど,hạn độ,"hạn chế, hạn độ","[['1. 「ダイエットもいいけれども、限度を考えなさい。このままでは体を壊しますよ」', 'Ăn kiêng cũng tốt nhưng phải nghĩ tới mức độ giới hạn, nếu cứ như thế này thì sẽ hại sức khỏe mất.'], ['2. 我慢にも限度がある。ばかにされっぱなしでは黙っていられない。', 'Chịu đựng cũng có giới hạn của nó, nếu cứ coi như đứa ngốc thì không thể im lặng nữa đâu.'], ['3. このカードは、30万円を限度として、お金を借りることができる。', 'Thẻ này có thể mượn tiền với mức độ giới hạn là 30 vạn yên.'], ['関 限界', '']]"
923,限界,げんかい,hạn giới,giới hạn,"[['1. 疲労が限界に達した。', 'Đã chạm tới giới hạn của sự mệt mỏi.'], ['2. 今の仕事に限界を感じて、転職を決めた。', 'Tôi cảm thấy chịu hết nổi với công việc hiện tại nên đã chuyển việc.'], ['3. 「締め切りは、延ばしても30日が限界です」', 'Thời hạn nộp nếu gia hạn thì cũng chỉ đến ngày 30.'], ['関 限度', ''], ['連 ＿を越える、＿に達する、［名詞］＋限界', '']]"
924,検討,けんとう,kiểm thảo,"xem xét, nghiên cứu","[['1. 災害対策について検討を重ねた。', 'Đưa ra nhiều nghiên cứu về đối sách hỏa hoạn.'], ['2. ｛課題/方法…｝を検討する。', ''], ['連 ＿を重ねる、＿を加える', '']]"
925,選択,せんたく,tuyển trạch,lựa chọn,"[['1. 学校では、授業を自由に選択することができる。', 'Ở trường đại học, có thể tự do lựa chọn buổi học, giờ học.'], ['2. 仕事にやりがいが持てない。職業の選択を誤ったかもしれない。', 'Không có ý chí trong công việc, có lẽ là lỗi lầm trong lựa chọn nghề.'], ['関 選ぶ', ''], ['合 ＿科目、＿授業、＿肢、取捨＿', ''], ['連 ＿を誤る、＿を迫る、＿を迫られる、＿の余地がある<=>ない', '']]"
926,考慮,こうりょ,khảo lự,xem xét,"[['1. スピーチをする時は、聞き手のことも考慮に入れなければならない。', 'Khi hùng biện phải tham khảo ý kiến của người nghe.'], ['2. 「欠席すると試験を受けられませんが、やむを得ない理由の場合は考慮します」', 'Nếu vắng mặt thì không được tham gia kì thi, nhưng với lí do bất khả kháng thì sẽ tham khảo lại.'], ['連 ＿に入れる', '']]"
927,重視,じゅうし,trọng/trùng thị,"chú trọng, xem trọng","[['1. この仕事は経験が重視される。', 'Công việc này xem trọng kinh nghiệm.'], ['2. 車を買う時、デザインよりも安全性を重視してる。', 'Khi mua ô tô, phải xem trọng tính an toàn hơn cả thiết kế.'], ['類 重要視', ''], ['対 軽視', '']]"
928,見当,けんとう,kiến đương/đáng,"đoán, ước tính","[['1. この問題はどうやって解いたらいいのか、見当も付かない。', 'Vấn đề này nên giải quyết như thế nào thì tốt, không thể phán đoán được.'], ['2. 住所を見て、友達の家はこの辺だろうと付けた。', 'Nhìn vào địa chỉ, có thể đoán được nhà của bạn tôi nằm ở vùng nào.'], ['合 ＿違い、＿はずれ', ''], ['連 ＿がつく、＿を付ける', '']]"
929,訂正,ていせい,đính chính,đính chính,"[['1. 間違いを訂正する。', 'Đính chính lại lỗi sai.'], ['関 修正、改正', ''], ['合 ＿箇所', '']]"
930,修正,しゅうせい,tu chính,"chỉnh lý, chỉnh sửa, sửa đổi","[['1. ｛文章/デザイン/計画…｝を修正する。', ''], ['関 訂正', ''], ['類 手直し', ''], ['合 軌道＿', ''], ['連 ＿を加える', '']]"
931,反抗,はんこう,phản kháng,"phản kháng, chống đối","[['1. 学生は大学当局に反抗して団体交渉を行った。', 'Những học sinh chống đối lại lãnh đạo nhà trường và tổ chức cuộc đàm phán đoàn thể.'], ['2. 13歳の息子は今反抗期で、親と口を聞かない。', 'Đứa con trai 13 tuổi đang ở thời kì ương bướng nên không nghe lời ba mẹ.'], ['合 ＿的な', '']]"
932,抵抗,ていこう,đề kháng,"chống đối, kháng cự","[['1. 彼は政府に抵抗して逮捕された。', 'Anh ta chống đối lại chính phủ nên đã bị bắt.'], ['2. 抵抗しても、無駄だ。銃を捨てて出てこい」', 'Chống đối thế nào cũng vô ích, vứt súng và đi ra ngoài!'], ['3. 社長のやり方には抵抗を感じる。', 'Tôi phản đối với cách làm của giám đốc.'], ['4. 銅は電気抵抗が低い。', 'Đồng có điện trở thấp.'], ['合 ＿運動、＿力', ''], ['連 ＿を感じる、＿を覚える', '']]"
933,災難,さいなん,tai nan/nạn,thiên tai,"[['1. 洪水、山火事、農作物の不作と、村に災難が続いた。', 'Những thảm họa như lũ lụt, núi lửa, mất mùa cứ tiếp tục xảy ra với làng.'], ['2. 「車を電信柱にぶつけて、修理代を40万も取られたよ」「それは災難だったね」', '""Ô tô tông vào cột điện, mất hết 40 vạn yên sửa chữa đấy""""Thật là thảm họa nhỉ""'], ['連 ＿に遭う、＿に見舞われる', '']]"
934,汚染,おせん,ô nhiễm,ô nhiễm,"[['1. 工場排水で地下水が汚染された。', 'Nước thải của nhà máy làm ô nhiễm nguồn nước ngầm.'], ['合 大気＿、水質＿、放射能＿、＿物質', '']]"
935,害,がい,hại,có hại,"[['1. この虫は人間に害を与えることはない。', 'Loại côn trùng này không gây hại cho con người.'], ['2. 兄は働き過ぎて、健康を害してしまった。', 'Anh ấy làm việc quá sức nên làm hại sức khỏe.'], ['合 ＿中、加害者＜＝＞被害者、公＿、有＿＜＝＞無＿', ''], ['連 ＿を与える＜＝＞受ける、＿がある＜＝＞ない', '']]"
936,伝染,でんせん,truyền/truyện nhiễm,truyền nhiễm,"[['1. この病気は動物から人に伝染する。', 'Loại bệnh này truyền nhiễm từ động vật sang người.'], ['2. 教室で思わずあくびをしたら、伝染してみんながあくびをし始めた。', 'Ở trong lớp sau khi ngáp không chủ ý truyền đến mọi người cũng bắt đầu ngáp theo.'], ['合 ＿病、＿経路', 'Cần thiết để xây dựng đối sách có hiệu quả giảm số con sinh ra.']]"
937,対策,たいさく,đối sách,"đối sách, biện pháp đối phó","[['1. 少子化を止める有効な対策を立てる必要がある。', ''], ['2. 新しい伝染病に対して、政府はまだ何の対策もとっていない。', 'Đối với bệnh truyền nhiễm mới, chính phủ cũng chưa có đối sách.'], ['合 緊急＿、地震、防災＿', ''], ['連 ＿を立てる、＿を取る', '']]"
938,処置,しょち,xử/xứ trí,"xử trí, đối xử, điều trị","[['1. 問題に対して適切な処分を取る。', 'Cần có cách xử lí hợp lí đối với vấn đề.'], ['2. 大きくなったペットの処置に困って捨てる人がいる。', 'Có người vứt bỏ khi gặp khó khăn trong việc xử lí thú cưng lớn.'], ['3. 教室で倒れた人がいたが、処置が早くて助けった。', 'Trong lớp học, có bạn bị ngất nhưng đã nhanh chống có biện pháp cứu giúp.'], ['関 処理', ''], ['合 応急＿', ''], ['連 ＿を取る、＿に困る', '']]"
939,処分,しょぶん,xử/xứ phân,tiêu hủy,"[['1. 引っ越しする時、不用品を全部処分した。', 'Khi chuyển nhà tiêu hủy những thứ không cần thiết.'], ['2. 不正を行った社員が処分された。', 'Thủ tiêu nhân viên làm điều bất chính.'], ['関 処置、処理', ''], ['合 ＿品、廃棄＿、退学＿、懲戒＿', '']]"
940,処理,しょり,xử/xứ lí,"xử lý, giải quyết","[['1. たまった仕事をてきぱきと処理する。', 'Nhanh chống xử lí công việc chất đống.'], ['2. この問題は簡単には処理できない。', 'Không thể xử lí công việc này một cách đơn giản.'], ['3. コートに防水処理をする。', 'Áo khoác chống nước mưa.'], ['関 処理、処分', ''], ['合 ＿能力、情報＿、ゴミ＿', '']]"
941,輪,わ,luân,vòng tròn,"[['1. 日本では親指と人差し指で輪を作ると、OKのサインになる。', 'Ở Nhật, ngón cái và ngón trỏ cuộn lại thành vòng tròn là kí hiệu Ok.'], ['2. 輪になって踊る。', ''], ['合 指＿、花＿、＿ゴム', ''], ['連 ＿になる、＿を作る', '']]"
942,凸凹,でこぼこ,đột ao,"lồi lõm, lởm chởm, ổ gà","[['1. 凸凹の土地を平らにする。', 'Làm bằng phẳng những vùng đất lồi lõm.'], ['2. この道凸凹していて走りにくい。', 'Con đường lồi lõm nên rất khó chạy.'], ['関 へこみ、出っ張り', ''], ['連 ＿がある', '']]"
943,跡,あと,tích,dấu vết,"[['1. 道路に｛タイヤの/人が歩いた…｝跡がある。', 'Trên đường có dấu lốp xe/ dấu chân người đi….'], ['2. 背中に手術の跡が残っている。', 'Còn dấu tích vết mổ trên lưng.'], ['3. あの学生は作文がうまくなった。｛努力/進歩｝の跡が見られる。', 'Học sinh đó viết văn tốt hơn nhiều, có thể thấy được sự nổ lực/tiến bộ.'], ['関 筆跡', ''], ['合 足＿、傷＿、城＿', '']]"
944,手間,てま,thủ gian,"thời gian, công sức","[['1. 和食を作るのは手間がかかる。', 'Để làm món ăn kiểu Nhật mất thời gian.'], ['2. この子は手間のかからない育てやすい小だった。', 'Cậu bé này không mất nhiều công sức để nuôi nấng.'], ['3. ノーアイロンの生地が増え、アイロンをかける手間が省けた。', 'Nhiều vải không cẩn là nên giảm bớt công sức là quần áo.'], ['合 ＿暇、片＿、二度手間', ''], ['連 ＿がかかる、＿を掛ける、＿が省ける、＿を省く', '']]"
945,能率,のうりつ,năng suất,"hiệu quả, năng suất","[['1. 仕事の能率を上げよう。', 'Hãy tăng năng suất công việc.'], ['2. 3人でバラバラに仕事をするのは能率が悪い。', 'Công việc tách riêng 3 người thì không có năng suất.'], ['関 効率', ''], ['合 ＿的な、非＿的な', ''], ['連 ＿がいい<=>悪い、＿が上がる、＿を上げる', '']]"
