stt,word,furigana,Sino-Vietnamese,meaning,example
813,バイタリティー,,,Đầy sức sống,"[['1. 山本さんはとてもバイタリティーにある人で、疲れるということがない。', 'Anh Yamamoto là người lúc nào cũng tràn đầy sức sống, không bao giờ mệt mỏi.'], ['連 ＿がある⇔ない', 'Có sức sống ⇔ Không có sức sống'], ['連 ＿に富む', 'Tràn đầy sức sống'], ['類 活力', 'Sức sống'], ['類 生命力', 'Sinh lực, sức sống'], ['関 活動的な', 'Năng động'], ['関 エネルギッシュな', 'Năng động']]"
814,ダイナミックな,,,Năng động,"[['1. 高橋選手は、鉄棒でダイナミックな技を次々と披露した。', 'Tuyển thủ Takahashi đã biểu diễn lần lượt các kỹ thuật năng động trên thanh xà ngang.'], ['2. この絵は、人間の感情をダイナミックに表情している。', 'Bức tranh này thể hiện cảm xúc con người một cách sinh động.'], ['3. ダイナミックな｛動き/\u3000筆致/\u3000行動/\u3000性格…｝', '(Sự chuyển động/ bút pháp nghệ thuật/ hành động/ tính cách) linh hoạt/ sinh động'], ['合 ダイナミックさ', 'Sự năng động'], ['合 →\u3000＿がある⇔ない', 'Có sự năng động ⇔ Không có sự năng động'], ['合 ＿に欠ける', 'Thiếu năng động'], ['類 躍動的な', 'Năng động']]"
815,スタミナ,,,"Thể lực, năng lượng","[['1. 明日は大事な試合だから、栄養をとってスタミナをつけておこう。', 'Vì ngày mai là trận thi đấu quan trọng nên hãy bổ sung dinh dưỡng để bồi bổ sức lực.'], ['2. 荷物運びの途中で、スタミナが切れて動けなくなってしまった。', 'Mang hành lý được nửa đường thì kiệt sức và không thể di chuyển được nữa.'], ['連 ＿がある⇔ない', 'Có sức lực ⇔ Không có sức lực'], ['連 ＿がつく\u3000・\u3000＿をつける', 'Sức lực/ thể lực được bồi bổ ・Bồi bổ sức lực/ thể lực'], ['連 ＿が続く\u3000⇔\u3000切れる', 'Sức lực được duy trì ⇔ Cạn kiệt sức lực'], ['連 ＿がもつ', 'Có sức lực'], ['連 ＿を使う', 'Sử dụng sức lực'], ['連 ＿を消費する', 'Tiêu hao sức lực'], ['合 ＿ドリンク', 'Nước tăng lực'], ['合 ＿切れ', 'Kiệt sức'], ['類 精力', 'Tinh lực']]"
816,ピーク,,,"Đỉnh, chóp","[['1. 日本では２月が大学受験のピークだ。', 'Tháng hai là cao điểm của kỳ thi tuyển sinh đại học ở Nhật Bản.'], ['2. 朝8時頃、ラッシュはピークを迎えた。', 'Khoảng 8 giờ sáng giờ cao điểm lên đến đỉnh điểm.'], ['3. 売り上げは９月をピークに下がり続けている。', 'Doanh thu tiếp tục giảm xuống mức thấp nhất trong tháng 9.'], ['連 ＿を迎える', 'Lên đến đỉnh điểm'], ['連 ＿に達する', 'Đạt tới đỉnh điểm'], ['連 ＿を越える', 'Vượt qua đỉnh điểm'], ['類 頂点', 'Đỉnh điểm'], ['類 絶頂', 'Tuyệt đỉnh']]"
817,クライマックス,,,"Đỉnh cao, đỉnh điểm","[['1. 連続ドラマが、いよいよ来週クライマックスを越える。', 'Bộ phim dài tập cuối cùng sẽ đạt đến cao trào vào tuần tới.'], ['2. 人生のクライマックス。', 'Thời kỳ phong độ nhất của con người.'], ['3. 結婚式のクライマックスは、新郎新婦の両親へのあいさつだった。', 'Phần đáng chú ý nhất của lễ cưới là phần chào hỏi đến bố mẹ cô dâu chú rể.'], ['連 ＿を越える', 'Đạt tới đỉnh cao/ cao trào'], ['連 最高潮', 'Đỉnh điểm, cao trào']]"
818,インパクト,,,Ảnh hưởng,"[['1. ピカソの絵は、見る者に強いインパクトを与える。', 'Tranh của Picaso gây ảnh hưởng mạnh mẽ đến người xem.'], ['2. インパクトのない商品はなかなか売れない。', 'Những sản phẩm không có sức ảnh hưởng sẽ khó bán chạy.'], ['連 ＿がある⇔ない', 'Có ảnh hưởng ⇔ Không có ảnh hưởng'], ['連 ＿が強い⇔弱い', 'Ảnh hưởng mạnh ⇔ Ảnh hưởng yếu'], ['連 ＿を与える⇔受ける', 'Gây ảnh hưởng ⇔ Chịu ảnh hưởng'], ['関 衝撃', 'Ảnh hưởng']]"
819,コントラスト,,,"Tương phản, đối lập","[['1. 冬山は、真っ白な雪と青い空とコントラストが美しかった。', 'Sự tương phản giữa tuyết trắng trên những ngọn núi vào mùa đông và bầu trời xanh thật đẹp.'], ['2. パソコン画面のコントラストが強すぎると、目が疲れる。', 'Độ tương phản của màn hình laptop quá mạnh sẽ làm cho mắt bị mỏi.'], ['連 ＿が強い\u3000⇔\u3000弱い', 'Độ tương phản mạnh ⇔ Độ tương phản yếu'], ['連 ＿をなす', 'Tạo thành sự tương phản'], ['対 対照', 'Tương phản'], ['対 対比', 'So sánh']]"
820,クリアーな,,,"Rõ ràng, xóa, trong suốt","[['① 新しく買ったテレビは、画像がクリアで美しい。', 'TV mới mua có hình ảnh rõ nét và đẹp.'], ['祖父は９５歳だが、頭はとてもクリアーだ。', 'Ông tôi tuy đã 95 tuổi rồi nhưng đầu óc vẫn rất minh mẫn (rõ ràng).'], ['問題をクリアにする。', 'Giải quyết vấn đề một cách rõ ràng.'], ['合 クリア（－）さ', 'Sự rõ ràng'], ['類 はっきりした', 'Rõ ràng'], ['類 鮮明な', 'Rõ ràng'], ['類 明確な', 'Rõ ràng'], ['② クリアな水を使うと、飲み物がおいしく感じられる。', 'Nếu sử dụng đá sạch sẽ khiến nước uống có cảm giác ngon hơn.'], ['クリアファイル', 'Tập tin trắng'], ['合 クリア（－）さ', 'Sự sạch sẽ'], ['類 透明な', 'Trong suốt'], ['類 不純物のない', 'Không tạp chất'], ['☆ ヲクリア（ー）する', 'Hoàn thành'], ['① これらの条件をすべてクリアすれば、採用となるそうだ。', 'Nếu vượt qua hết tất cả những điều kiện này thì có lẽ sẽ được tuyển dụng.'], ['＜ゲーム＞５つのステージをクリアして、次のステージに進んだ。', '(Game) Vượt qua được 5 vòng và tiến vào vòng tiếp theo.'], ['② ＜コンピューター＞\u3000データをクリアする。', '(Máy tính) Xóa dữ liệu'], ['類 ヲ消去する', 'Xoá']]"
821,トーン,,,"Giọng, tiếng","[['① 説明の重要な部分は、声を大きくし、トーンを上げて話すようにしている。', 'Phần quan trọng của lời giải thích thì hãy cố gắng lên giọng và nói to hơn.'], ['彼は男にしては声のトーンが高い。', 'Anh ta là nam vậy mà có âm giọng cao.'], ['連 ＿が高い⇔低い', 'Giọng cao ⇔ Giọng thấp'], ['連 ＿を上げる⇔下げる', 'Lên giọng ⇔ Xuống giọng'], ['類 音調', 'Âm điệu'], ['類 語調', 'Ngữ điệu'], ['② 柔らかいトーンの絵', 'Bức tranh với tông màu nhẹ nhàng'], ['類 色調', 'Tông màu']]"
822,ニュアンス,,,Sắc thái,"[['① メールの絵文字は、文字だけでは伝わりにくいニュアンスを伝える。', 'Những icon trong mail giúp truyền đạt những sắc thái mà chỉ chữ viết thôi thì khó mà truyền đạt.'], ['よき似た言葉のニュアンスの違いは、母語話者以外にはなかなかわからない。', 'Sự khác nhau về sắc thái của những từ giống nhau ngoại trừ người bản xứ thì khó mà hiểu được.'], ['② この作家は、ニュアンスに富んだ文章を書く。', 'Nhà văn này viết những câu văn giàu sắc thái.'], ['微妙な色使いで絵にニュアンスを出す。', 'Tạo sắc thái cho bức tranh bằng việc sử dụng những màu sắc tinh tế.'], ['連 ＿がある', 'Có sắc thái'], ['連 ＿に富む', 'Giàu sắc thái'], ['連 ＿を出す', 'Tạo sắc thái'], ['連 ＿をつける', 'Thêm sắc thái']]"
823,フィーリング,,,Cảm giác,"[['1. 私はあの人とフィーリングがぴったり合う。', 'Tôi rất hợp với người đó.'], ['2. 自分のフィーリングを大切にして生活したい。', 'Tôi muốn sống một cuộc sống mà coi trọng cảm xúc của mình.'], ['連 ＿が合う', 'Ăn ý'], ['関 感覚', 'Cảm giác'], ['関 気分', 'Tâm trạng']]"
824,ギャップ,,,Khoảng cách,"[['1. あの夫婦は考え方に大きなギャップがある。', 'Vợ chồng nhà kia có khoảng cách lớn trong cách suy nghĩ.'], ['2. ギャップを埋めるよう努力する。', 'Nỗ lực để lấp đầy khoảng cách.'], ['3. 会社に入って、理想と現実とのギャップに失望した。', 'Sau khi vào công ty tôi đã thất vọng với khoảng cách giữa lý tưởng và thực tế.'], ['連 ニ＿がある\u3000⇔\u3000ない', 'Có khoảng cách ⇔ Không có khoảng cách'], ['連 ＿が大きい⇔\u3000小さい', 'Khoảng cách lớn ⇔ Khoảng cách nhỏ'], ['連 ＿を埋める', 'Lấp đầy khoảng cách'], ['類 隔たり', 'Khoảng cách'], ['類 差', 'Sự khác biệt, khoảng cách']]"
825,ステレオタイプな,,,Rập khuôn,"[['1. 想像力をつけるためには、ステレオタイプ｛な/の｝考え方を捨てることだ。', 'Để có được sự sáng tạo thì nên vứt bỏ những suy nghĩ rập khuôn.'], ['2. 日本人は、血液型を聞くと、その人の性格についてステレオタイプなイメージを持ちやすい。', 'Khi nghe đến nhóm máu (của một người), người Nhật dễ có những hình ảnh rập khuôn về tính cách của người đó.'], ['関 紋切り型', 'Rập khuôn, sáo mòn']]"
826,レッテル,,,Nhãn (Label),"[['① 授業にいつも遅刻する彼は、クラスで怠け者のレッテルを貼られている。', 'Anh ấy thường trễ học và bị cả lớp gán cho cái mác lười biếng.'], ['敵国に恋人のいた彼女は、周りから裏切り者のレッテルを貼られて苦しんだ。', 'Cô ấy, người đã từng có người yêu ở đất nước thù địch, đã khổ sở vì bị mọi người xung quanh gán cho cái mác là phản bội.'], ['連 ニ＿を貼る', 'Gán cho cái mác/ liệt vào loại'], ['※ よくない意味で使うことが多い。', 'Thường sử dụng nhiều với nghĩa không tốt.'], ['② このジャムは、レッテルからするとフランス産のようだ。', 'Loại mứt này theo như nhãn dán thì dường như là sản phẩm của Pháp.'], ['類 ラベル', 'Nhãn dán']]"
827,フィルター,,,Lọc,"[['① レンズにフィルターをかけて特殊効果を狙う。', 'Gắn cái kính lọc vào ống kính (máy ảnh) thì sẽ thu được nhiều hiệu ứng đặc biệt.'], ['この写真はフィルターがかかったように、全体がぼんやりしている。', 'Bức ảnh này toàn bộ bị mờ giống như là được gắn kính lọc.'], ['連 ニ＿がかかる\u3000・\u3000ニ＿をかける', 'Được gắn kính lọc (filter) ・Gắn kính lọc (filter)'], ['② 水をこのフィルターにかけると、不純物が取り除かれる。', 'Khi gắn màng lọc này để lọc nước thì có thể loại bỏ được những tạp chất.'], ['｛エアコン/ タバコ…｝のフィルター', 'Bộ lọc/ đầu lọc (điều hòa/ thuốc lá)'], ['連 ヲ＿にかける', 'Gắn màng lọc/ bộ lọc'], ['関 ヲ濾過スル', 'Lọc'], ['③ 社会人になり、仕事というフィルターを通して世の中を見るようになった。', 'Trở thành một người trưởng thành, bạn có thể nhìn thế giới qua lăng kính của công việc.'], ['連 ＿を通して見る', 'Nhìn qua lăng kính (nghĩa bóng)']]"
828,ベース,,,"Cơ bản, cơ sở","[['［base]', ''], ['① この劇団は、大阪にベースを置いて全国で活動している。', 'Đoàn kịch này đặt cơ sở tại Osaka và hoạt động khắp cả nước.'], ['彼の小説のベースになっているのは、幼いときの体験だ。', 'Nền tảng cuốn tiểu thuyết của anh ấy là những trải nghiệm thời ấu thơ.'], ['連 ＿にする\u3000・\u3000＿になる', 'Lấy nền tảng ・Nền tảng'], ['連 ニ＿を置く', 'Đặt cơ sở, nền tảng'], ['合 ＜賃金＞\u3000＿アップ', 'Tăng lương cơ bản'], ['合 基本', 'Cơ bản'], ['合 土台', 'Nền móng'], ['合 本拠', 'Cơ sở'], ['② 野球のベース', 'Căn cứ (base) trên sân bóng chày'], ['[bass]', ''], ['バンドのベース\u3000・\u3000ベースギター', 'Hand bass ・Ghita bass']]"
829,インフラ,,,Cơ sở hạ tầng,"[['1. 社会の発展のためには、インフラの整備が不可欠だ。', 'Để phát triển xã hội thì việc hoàn thiện cơ sở hạ tầng là không thể thiếu.'], ['2. 戦災でインフラが崩壊し、人々の生活は困難を極めた。', 'Cơ sở hạ tầng bị phá hủy do chiến tranh khiến cho cuộc sống của mọi người vô cùng khó khăn.'], ['連 ＿を整える', 'Trang bị cơ sở hạ tầng'], ['連 ＿を整備する', 'Hoàn thiện cơ sở hạ tầng'], ['連 ＿を敷く', 'Lắp đặt cơ sở hạ tầng'], ['連 ＿を築く', 'Xây dựng cơ sở hạ tầng']]"
830,ネットワーク,,,"Mạng lưới, kết nối","[['1. インターネットは、世界をつなぐ巨大なネットワークだ。', 'Internet là mạng lưới khổng lồ kết nối thế giới.'], ['2. テレビ局のネットワーク', 'Maạng của đài vô tuyến truyền hình.'], ['3. あの人は顔が広くて、いろいろネットワークを持っている。', 'Người đó quen biết rộng và có nhiều mối quan hệ.'], ['合 ＿システム', 'Hệ thống mạng lưới']]"
831,テクノロジー,,,Công nghệ,"[['1. テクノロジーの進歩によって、人間の生活は飛躍的に向上した。', 'Nhờ sự tiến bộ của công nghệ, cuộc sống con người nâng cao một cách nhanh chóng.'], ['2. 新しいコンピューターには、最先端のテクノロジーが応用されている。', 'Công nghệ tiên tiến nhất được áp dụng cho các máy tính mới.'], ['合 ハイテク\u3000＜ハイテクノロジー', 'Công nghệ cao'], ['合 バイオ＿', 'Công nghệ sinh học'], ['合 ナノ＿', 'Công nghệ nano'], ['類 科学技術', 'Khoa học kỹ thuật']]"
832,テクニック,,,Kỹ thuật,"[['1. あのピアニストは素晴らしいテクニックを持っている。', 'Nghệ sĩ piano kia có kỹ thuật tuyệt vời.'], ['2. 高度なテクニックが必要な作業', 'Công việc đòi hỏi kỹ thuật tiên tiến.'], ['連 ＿がある\u3000⇔\u3000ない', 'Có kỹ thuật ⇔ Không có kỹ thuật'], ['連 ＿を持つ', 'Có kỹ thuật'], ['連 高度な＿', 'Kỹ thuật tiên tiến'], ['類 腕', 'Có tay nghề'], ['類 技', 'Kỹ thuật'], ['類 技能', 'Kỹ năng'], ['類 技術', 'Kỹ thuật'], ['関 テクにキャン', 'Kỹ sư, thợ kỹ thuật']]"
833,メカニズム,,,"Cơ chế, cơ cấu","[['① この機械の内部のメカニズムを知りたい。', 'Tôi muốn biết cơ cấu các bộ phận của loại máy này.'], ['市場のメカニズム', 'Cơ cấu thị trường'], ['※ 「メカ」という省略語は、機械そのものを指すことが多い。', 'Từ viết tắt 「メカ」thường dùng để chỉ máy móc.'], ['類 構造', 'Cơ cấu'], ['類 機構', 'Cấu tạo'], ['類 仕掛け', 'Cơ chế'], ['関 システム', 'Hệ thống'], ['② 記憶のメカニズムは、まだよくわかっていないことも多い。', 'Cơ chế hoạt động của ký ức vẫn còn nhiều điều chưa hiểu rõ.'], ['{地球温暖化／地震／ガン発生．．．｝のメカニズムを解明する。', 'Giải thích cơ chế hoạt động của (sự nóng lên toàn cầu/ động đất/ nguồn gốc bệnh ung thư)'], ['類 ①②仕組み', 'Tổ chức']]"
834,プロセス,,,Tiến trình,"[['1. 工場を見学して製品ができ上がるまでのプロセスがわかった。', 'Tôi đã kiến tập nhà máy và hiểu quy trình (từ đầu) cho đến khâu sản phẩm được hoàn thiện.'], ['2. 社長は、廃業を決定するに至ったプロセスを説明した。', 'Giám đốc đã giải thích quá trình dẫn đến quyết định đóng cửa công ty.'], ['類 過程', 'Quá trình']]"
835,フィードバック,,,Phản hồi,"[['1. テストを返すときには、教師からのフェードバックが必要だ。', 'Ý kiến phản hồi từ giáo viên khi trả bài kiểm tra là rất cần thiết.'], ['2. 勤務の評価を社員にフェードバックすると、仕事への動機づけになる。', 'Phản hồi cho nhân viên về đánh giá công việc sẽ trở thành động lực thúc đẩy họ làm việc.'], ['連 ＿を与える\u3000⇔\u3000受ける', 'Đưa ra phản hồi ⇔ Nhận phản hồi']]"
836,コンセプト,,,"Khái niệm, ý tưởng","[['1. 新しく創刊する雑誌のコンセプトを、編集会議で話し合った。', 'Ý tưởng về tạp chí mới xuất bản đã được thảo luận tại cuộc họp với ban biên tập.'], ['2. 「この化粧品は、女性の自然な美しさを引き出すというコンセプトで作られております。」', '""Mỹ phẩm này được tạo ra với ý tưởng làm nổi bật vẻ đẹp tự nhiên của phái nữ.""'], ['関 考え', 'Suy nghĩ'], ['関 概念', 'Khái niệm'], ['関 アイデア', 'Ý tưởng']]"
837,ポリシー,,,Chính sách,"[['1. この病院は、患者に行き過ぎた治療をしないというポリシーを持っている。', 'Bệnh viện này có chủ trương không sử dụng quá nhiều liệu pháp điều trị cho bệnh nhân.'], ['2. 彼は、仕事を生活の中心にするというポリシーを変えた。', 'Anh ấy đã thay đổi quan điểm coi công việc làm trọng tâm trong cuộc sống.'], ['連 ニ＿がある\u3000⇔\u3000ない', 'Có chủ trương ⇔ Không có chủ trương'], ['連 ＿を持つ', 'Có chủ trương'], ['連 ＿を貫く', 'Giữ nguyên chủ trương/ quán triệt chủ trương'], ['合 プライバシー', 'Sự riêng tư'], ['関 信念', 'Niềm tin'], ['関 方針', 'Phương châm']]"
838,アピール,,,"Kêu gọi, thu hút","[['① この商品は、お年寄りでも簡単に使えることを消費者にアピールしている。', 'Sản phẩm này thu hút người tiêu dùng rằng ngay cả người già cũng có thể sử dụng dễ dàng.'], ['デモ行進で核廃絶のアピールを行った。', 'Kêu gọi'], ['関 ヲ訴える', 'Tiến hành kêu gọi bãi bỏ vũ khí hạt nhân bằng hình thức biểu tình.'], ['② 入社試験では、面接官にアピールするような自己紹介をするといい。', 'Trong kỳ thi tuyển vào công ty, bạn nên giới thiệu bản thân để thu hút người phỏng vấn.'], ['アイドルには若者にアピールする魅力がある。', 'Thần tượng có sức hấp dẫn thu hút giới trẻ.'], ['合 自己＿', 'Tự làm nổi bật mình (PR bản thân)'], ['合 セックス＿', 'Khêu gợi'], ['関 関心を引く', 'Thu hút sự quan tâm']]"
839,シミュレーション,,,Mô phỏng,"[['1. パイロットの飛行訓練では、機械で実際の操縦のシミュレーションを行う。', 'Tại các buổi huấn luyện bay của phi công, người ta tiến hành mô phỏng việc điều khiển (máy bay) thực tế bằng máy móc.'], ['2. 経済シミュレーションで、来年の動向を予測する。', 'Tại (Trung tâm) mô phỏng dự báo kinh tế, người ta dự đoán xu hướng kinh tế trong năm tới.'], ['連 ＿をする', 'Mô phỏng'], ['合 ＿ゲーム', 'Game mô phỏng'], ['合 ＿実験', 'Thí nghiệm mô phỏng'], ['合 ＿装置', 'Trang thiết bị mô phỏng'], ['合 経済＿', 'Mô phỏng kinh tế'], ['関 模擬実験', 'Kỳ thi thử']]"
840,アクセス,,,"Truy cập, tiếp cận","[['① この会場はアクセスが悪く、車がないと行くことができない。', 'Hội trường này có lối vào khó, nếu không có xe hơi thì không thể đi được.'], ['お店のホームページには、たいていアクセスの仕方が載っている。', 'Trên trang chủ của cửa hàng này thường đăng cách dẫn vào cửa hàng.'], ['連 ＿がいい⇔悪い', 'Dễ truy cập/ dễ đi vào ⇔ Khó truy cập/ khó đi vào'], ['合 交通＿', 'Transport access (Tham gia giao thông)'], ['② ＜コンピューター／インターネット＞\u3000芸能人のブログにアクセスする。', '(Mạng/ Máy tính) Truy cập vào blog nghệ sĩ.']]"
841,Uターン,,,Quay đầu,"[['1. この道はUターン禁止だ。', 'Con đường này cấm vòng ngược lại.'], ['2. 正月の帰省客のUターンラッシュは、１月3日ごろがピークだ。', 'Đỉnh điểm của việc giao thông ùn tắc do mọi người về quê dịp Tết là khoảng ngày 1/3.'], ['3. 都会に出た若者が出身地にUターンして就職するケースが増えている。', 'Những trường hợp thanh niên rời thành phố quay về quê tìm việc làm ngày càng tăng lên.'], ['合 ＿ラッシュ', 'Tình trạng ùn tắc giao thông do những người đi làm xa trở về quê (thường xảy ra vào dịp lễ/ tết)'], ['関 ガIターンスル', 'Đi học/ đi làm xa (khái niệm dùng để chỉ việc đi xa hỏi quê hương để học tập hoặc làm việc)']]"
842,シフト,,,Ca làm,"[['① 来週学校のテストがあるので、アルバイトのシフトを変えてもらった。', 'Vì tuần sau có bài kiểm tra ở trường nên tôi đã đổi ca làm việc.'], ['② 多くのメーカーが、生産拠点を国内から海外へシフトした。', 'Nhiều nhà sản xuất đã chuyển cơ sở sản xuất từ trong nước sang nước ngoài.'], ['この国は、主要産業が工業から情報産業にシフトしつつある。', 'Ở đất nước này, ngành công nghiệp trọng điểm đang dần chuyển sang ngành công nghiệp thông tin.'], ['類 ガ／ヲ移行スル', 'Di chuyển, chuyển đổi']]"
843,チェンジ,,,Thay đổi,"[['① 彼女は髪を切ってイメージチェンジした。', 'Cô ấy đã cắt tóc và thay đổi hình ảnh.'], ['車のモデルチェンジ', 'Thay đổi mẫu mã xe hơi.'], ['合 イメージ＿', 'Thay đổi hình ảnh'], ['合 モデル＿', 'Thay đổi kiểu dáng'], ['類 ガ変化スル', 'Thay đổi'], ['② 「この席、前の人の頭で舞台がよく見えないわ」\u3000「じゃ、僕の席チェンジする？」', '""Chỗ này bị người phía trước che rồi nên không thấy rõ sân khấu gì hết."" ""Vậy thì đổi qua chỗ của anh không?""'], ['＜チームスポーツ＞\u3000けがをした選手が途中でチェンジした。', '(Thể thao đồng đội) Tuyển thủ bị thương đã được thay thế giữa trận đấu.'], ['合 メンバー＿', 'Thay thế thành viên'], ['類 ヲ交換スル', 'Trao đổi'], ['類 ガ／ヲ交代スル', 'Thay đổi, thay phiên']]"
844,フォーム,,,Tư thế,"[['① ゴルフはフォームが悪いと球が全然飛ばない。', 'Chơi golf mà tư thế không đúng thì bóng sẽ không bay được.'], ['連 ＿がいい⇔悪い', 'Tư thế đúng/ chuẩn ⇔ Tư thế không đúng/ chuẩn'], ['類 体勢', 'Tư thế'], ['② 「このフォームに必要事項を書き込んでください」', '""Hãy điền các thông tin cần thiết theo mẫu này.""'], ['類 書式', 'Biểu mẫu'], ['類 様式', 'Kiểu dáng, biểu mẫu'], ['関 フォーマット', 'Biểu mẫu, định dạng']]"
845,ポーズ,,,"Tư thế, tạm dừng","[['[pose]', ''], ['① 絵のモデルがポーズを取っている。', 'Người mẫu tranh đang tạo dáng.'], ['ポーズを決めて写真に写る。', 'Tạo dáng chụp hình.'], ['連 ＿をする', 'Tạo dáng, tạo thế'], ['連 ＿を取る', 'Tạo dáng'], ['連 ＿が決まる\u3000・\u3000＿を決める', 'Tư thế tạo sẵn ・Tạo dáng'], ['関 体勢', 'Tư thế'], ['関 姿勢', 'Tư thế, dáng vẻ'], ['② 彼は悪ぶった態度を取るが、それは一種のポーズに過ぎない。', 'Anh ta có thái độ cư xử không tốt nhưng chỉ là ra vẻ mà thôi.'], ['連 ～＿をする', 'Làm điệu bộ'], ['連 ～を取る', 'Làm ra vẻ'], ['[pause]', ''], ['13. 朗読では、場面が変わる際に十分なポーズを入れる。', 'Lúc ngâm thơ hãy ngắt câu đầy đủ khi chuyển bối cảnh.'], ['連 ＿をとる', 'Ngắt (nhịp/ câu)'], ['連 ＿を入れる', 'Ngắt (nhịp/ câu)'], ['関 休み', 'Nghỉ']]"
846,タイミング,,,Thời gian thích hợp (làm gì đó),"[['1. 気になる人に声をかけたいが、タイミングがつかめない。', 'Tôi muốn thổ lộ với người mình thích nhưng chưa tìm được thời điểm thích hợp.'], ['2. 友達を食事に誘おうと思っていたら、タイミングよく電話がかかってきた。', 'Đang định rủ bạn đi ăn thì đúng lúc có điện thoại tới.'], ['3. 会社を作りたいが、不況の今はタイミングが悪い。', 'Tôi muốn lập công ty nhưng tình hình kinh tế suy thoái hiện nay thì thời điểm không tốt.'], ['連 ＿がいい⇔悪い', 'Thời điểm tốt ⇔ Thời điểm xấu'], ['連 ＿をつかむ⇔逃す', 'Nắm bắt thời điểm/ cơ hội ⇔ Bỏ lỡ thời điểm/ cơ hội'], ['連 ＿をはかる', 'Tính toán thời điểm'], ['連 ＿よく', 'Thời điểm thuận lợi'], ['合 グッド＿', 'Thời điểm tốt'], ['類 好機', 'Cơ hội tốt']]"
847,ラスト,,,Cuối cùng,"[['1. マラソンでラストの一人がゴールすると、観客から拍手がわいた。', 'Trong cuộc đua Marathon khi VĐV cuối cùng cán đích, khán giả vỗ tay tán thưởng.'], ['2. ドラマのラストで主人公の二人は結ばれる。', 'Trong tập cuối của bộ phim, hai nhân vật chính đã bên nhau trọn đời.'], ['理恵 採用試験には年齢制限があるから、今年がラストチャンスだ。', 'Vì có giới hạn tuổi tác trong kỳ thi tuyển dụng nên năm nay là cơ hội cuối cùng.'], ['合 ＿シーン', 'Cảnh cuối'], ['合 ＿チャンス', 'Cơ hội cuối'], ['合 ＿スパート', 'Sự bứt phá, tăng tốc (trước khi về đích)'], ['合 ＜レストラン＞\u3000＿オーダー', '(Nhà hàng) Last order (Thông báo cho khách biết nhà hàng sắp đóng cửa để cho khách gọi món cuối cùng.)'], ['対 トップ', 'Cao nhất'], ['対 先頭', 'Đầu tiên'], ['対 最初', 'Đầu tiên'], ['類 最後', 'Cuối cùng'], ['類 最終', 'Cuối cùng']]"
848,スムーズな,,,"Trơn tru, dễ dàng","[['1. 転校した当初は、周りの環境にスムーズに溶け込めなかった。', 'Mới đầu chuyển trường, tôi không thể hòa nhập với môi trường xung quanh một cách suôn sẻ.'], ['2. ものごとがスムーズに｛進む／運ぶ／いく｝。', 'Mọi thứ (tiến triển/ vận chuyển/ đi) một cách trôi chảy/ suôn sẻ.'], ['3. 相手とのスムーズな意思疎通を図る。', 'Hiểu suy nghĩ của đối phương một cách suôn sẻ.'], ['4. スムーズな｛操作／動き／手続き／進行／交渉／コミュニケーション．．．｝', '(Vận hành/ di chuyển) trơn tru, (thủ tục/ tiến độ/ đàm phán/ giao tiếp...) suôn sẻ.'], ['類 円滑な', 'Trôi chảy'], ['類 なめらかな', 'Trơn tru'], ['関 すんなり（と）', 'Trơn tru']]"
849,サイクル,,,Chu kỳ,"[['1. 動物は、1年の自然のサイクルに従って生活している。', 'Động vật sống theo chu kỳ tự nhiên của một năm.'], ['2. LED電球は、交換までのサイクルが普通の電球に比べるとずっと長い。', 'Bóng đèn LED có chu kỳ thay thế dài hơn nhiều so với bóng đèn thông thường.'], ['連 ＿が長い⇔短い', 'Chu kỳ dài ⇔ Chu kỳ ngắn'], ['合 ライフ＿', 'Vòng đời'], ['類 周期', 'Chu kỳ'], ['関 循環', 'Tuần hoàn']]"
850,ジェンダー,,,Giới tính,"[['1. ジェンダーとしての男女の役割は、昔と大きく違ってきている。', 'Vai trò của nam nữ đã thay đổi đáng kể so với trước đây.'], ['類 （社会的な意味での）性、性別', 'Giới tính (dùng với ý nghĩa mang tính xã hội)'], ['※ 「セックス」は生物学的な性、性別', '「セックス」là khái niệm chỉ ""giới tính"" trong sinh vật học.']]"
851,軽率な,けいそつ,KHINH SUẤT,"Khinh suất, vội vã","[['1. 先生とけんかして高校をやめたのは、軽率だったと思う。', 'Tôi nghĩ việc nghỉ học do cãi nhau với giáo viên của tôi thật là thiếu suy nghĩ.'], ['2. 軽率な行為', 'Hành vi thiếu suy nghĩ'], ['合 軽率さ', 'Sự hấp tấp, khinh suất'], ['対 慎重な', 'Thận trọng'], ['類 軽はずみな', 'Cẩu thả, hấp tấp']]"
852,怠慢な,たいまん,ĐÃI MẠN,"Cẩu thả, chậm chạp","[['1. 対策をとるのが遅れ、被害が増大したのは行政に怠慢だ。', 'Sự chậm trễ trong việc đưa ra đối sách khiến thiệt hại gia tăng là thiếu sót của chính quyền.'], ['2. 会社は職務に怠慢な社員のリストラを検討している。', 'Công ty đang xem xét tái cơ cấu các nhân viên cẩu thả trong công việc.'], ['合 怠慢さ', 'Sự cẩu thả'], ['合 職務怠慢', 'Cẩu thả/ lười biếng trong công việc'], ['関 ヲ怠ける', 'Lười biếng']]"
