stt,word,furigana,Sino-Vietnamese,meaning,example
740,信じる,しん,tín,"tin, tin rằng, tinh tưởng, tin","[['1. 「きのう、ゆうれいを見たよ」「うそ！信じられない！」', '""Ngày hôm qua tôi đã nhìn thấy ma đó."" -""Điêu! Thật là không thể tin nỗi.""'], ['2. がんばれば成功すると信じている', 'Nếu cố gắng thì tôi tin sẽ thành công.'], ['3. 友人を信じてお金を預けた', 'Tôi tin tưởng gửi tiền cho bạn thân giữ hộ.'], ['4. 「私は仏教を信じています」', '""Tôi tin phật giáo.""'], ['類 信用する、信仰する、宗教', 'Tin tưởng, tín ngưỡng, tôn giáo.'], ['対 疑う', 'Nghi ngờ']]"
741,通じる,つう,thông,"hiểu, thông qua, xuyên qua, kết nối được","[['1. 日本に来たとき、私の日本語が通じるかどうか心配だった', 'Khi đến Nhật tôi lo lắng mọi người không hiểu tiếng Nhật của tôi.'], ['2. 何も言わなければ、気持ちは通じない', 'Nếu không nói gì thì sẽ không hiểu được tâm trạng.'], ['3. 山田さんはまじめすぎて、冗談が通じない', 'Anh Yamada nghiêm túc quá, chẳng hề biết đùa.'], ['4. この地下道は駅に通じている', 'Con đường ngầm này xuyên qua nhà ga.'], ['5. コンサートチケット申し込みの電話がやっと通じた', 'Điện thoại đăng kí vé buổi hòa nhạc cuối cùng cũng đã được kết nối.']]"
742,飽きる,あ,bão,chán,"[['1. 好きなものでも、毎日食べるとあきてしまう', 'Dù là đồ mình thích nhưng ngày nào cũng ăn sẽ rất chán.'], ['2. もうこのゲームあきた', 'Đã chán game này rồi.']]"
743,思いつく,おも,tư,"nghĩ, nghĩ ra","[['1. ｛アイディア／考え／方法\u3000…｝を思いつく', 'Nghĩ ra {ý tưởng/ suy nghĩ/ phương pháp…}.'], ['2. スピーチを頼まれたのだが、なかなかいい表現｛が／を｝思いつかない', 'Bị nhờ thuyết trình nhưng mãi mà không nghĩ ra cách diễn đạt hay.'], ['名 思いつき', 'Suy nghĩ']]"
744,思いやる,おも,tư,"quan tâm, thông cảm","[['1. 父親の言葉は厳しかったが、その言葉には子どもを思いやる気持ちが表れていた', 'Lời nói của bố mẹ rất nghiêm khắc nhưng những lời đó là biểu hiện sự quan tâm đến con cái.'], ['名 思いやり→\u3000＿がある <=> ない', 'Sự quan tâm, có sự quan tâm <=> không có sự quan tâm']]"
745,熱中する,ねっちゅう,nhiệt trung,"mải mê, nghiện","[['1. 母は今カラオケに熱中している', 'Mẹ tôi bây giờ đang rất mải mê hát Karaoke.'], ['2. テレビのボクシング中継に熱中して、つい大声を出してしまった', 'Mải mê xem truyền hình môn quyền anh lỡ hét to.']]"
746,暮らす,く,mộ,sống,"[['1. 都会で暮らすのは便利だが、お金がかかる', 'Sống ở thành phố rất tiện lợi nhưng tốn tiền.'], ['2. この給料では暮らしていけない', 'Lương không đủ sống.'], ['3. 人暮らし、都会暮らし', 'Sống 1 mình, sống ở thành phố.'], ['4. いい暮らしをする', 'Sống một cuộc sống tốt.'], ['合 ［名詞］\u3000＋暮らし', 'Danh từ + 暮らし'], ['類 生活する', 'Sống, sinh sống'], ['名 暮らし', 'Cuộc sống']]"
747,巻く,ま,quyển,"quấn, bọc, choàng","[['1. マフラーを首に巻く', 'Quàng khăn vào cổ.'], ['2. 指に包帯を巻く', 'Quấn băng vào ngón tay.'], ['3. コードを巻いて片づける', 'Quấn dây điện và dọn dẹp.']]"
748,結ぶ,むす,kết,"buộc, thắt, nối, kí (hợp đồng)","[['1. くつのひもを結ぶ', 'Buộc dây giày.'], ['2. ネクタイを結ぶ', 'Thắt cà vạt.'], ['3. 髪をリボンで結ぶ', 'Dùng ruy băng buộc tóc.'], ['4. 「東京とニューヨークを結ぶ飛行機は、１日何便ですか」', '""Chuyến bay nối giữa Tokyo và New York 1 ngày có bao nhiêu chuyến?"".'], ['5. ｛条約／契約\u3000…｝を結ぶ', 'Kí {hiệp ước/ hợp đồng…}.'], ['対 ほどく', 'Cởi']]"
749,済む,す,tế,"kết thúc, hoàn tất, xong","[['1. 仕事が済んだらすぐ帰る', 'Sau khi hoàn thành công việc tôi về ngay.'], ['2. きょうは暖かいから、コートを着ないですんだ', 'Vì hôm nay ấm áp không cần mặc áo khoác.'], ['3. きょうの昼食は３００円ですんだ', 'Bữa ăn trưa hôm nay tổng 300 yên.']]"
750,済ませる/済ます,す,tế,"kết thúc, cũng xong","[['1. お金の支払いを済ませる', 'Hoàn thành việc trả tiền.'], ['2. 仕事を済ませて早く帰ろう', 'Làm cho công việc kết thúc rồi về sớm.'], ['3. 朝はパンと牛乳ですます', 'Ăn sáng với bánh mì và sữa.']]"
751,出来る,でき,xuất lai,"hoàn thành, xong, có thể","[['1. 駅前に新しいスーパーができた', 'Trước nhà ga siêu thị mới đã hoàn thành.'], ['2. 「急用ができたので、お先に失礼します」', '""Vì có việc gấp nên tôi xin phép được đi trước.""'], ['3. ｛友だち／子ども／にきび\u3000…｝ができる', 'Có {bạn/ con/ mụn trứng cá…}.'], ['4. ２時間もかかって、やっと料理ができた', 'Cũng mất tận hai tiếng cuối cùng cũng nấu xong.'], ['5. 筆記試験はできたのだが、面接で失敗してしまった', 'Đã hoàn thành thi viết nhưng phỏng vấn lại trạch.'], ['6. 彼女は仕事もできるし、性格もよい', 'Cô ấy công việc tốt tính cách cũng khá tốt.'], ['7. このおもちゃの虫はよくできている。まるで本物のようだ', 'Người ta làm con sâu đồ chơi này giỏi ghê nhỉ, giống như đồ thật vậy.'], ['8. このいすは木でできている', 'Cái ghế này làm bằng gỗ.'], ['9. 今年の米はできがいい', 'Gạo năm nay rất tốt.'], ['関 生じる、発生する', 'Phát sinh'], ['類 完成', 'Hoàn thành'], ['名 でき→\u3000＿がいい <=> 悪い', 'Hoàn thành → tốt<=>xấu']]"
752,切れる,き,thiết,"cắt, hết, hết hạn","[['1. このはさみはよく切れる', 'Cái kéo này cắt sắt nhỉ.'], ['2. ｛定期／賞味期限／有効期限／契約｝が切れる', 'Hết {định kì/ hạn sử dụng/ hiệu lực/ hợp đồng…}.'], ['3. 電池が切れて、ラジオが聞こえなくなった', 'Hết pin, không nghe được radio.'], ['4. ｛インク／燃料｝が切れる', 'Hết {mực/ nhiên liệu}.'], ['5. 料理を作ろうとして、塩が切れていることに気がついた', 'Đang định nấu ăn mới để ý đúng lúc hết muối.']]"
753,切らす,き,thiết,dùng hết,"[['1. うっかりしていて、｛さとう／せっけん／トイレットペーパー\u3000…｝を切らしてしまった', 'Không để ý là đã dùng hết {đường / bột giặt/ giấy vệ sinh…}.'], ['2. （名刺交換で）「申し訳ありません、名刺を切らしておりまして……」', '( Tình huống trao đổi danh thiếp) ""Thành thật xin lỗi, tôi đã hết danh thiếp mất rồi.""']]"
754,伝わる,つた,truyền/truyện,"lan truyền, được truyền","[['1. 彼が結婚するといううわさが伝わってきた', 'Tin đồn anh ấy kết hôn đã được lan truyền.'], ['2. この地方には昔から伝わる不思議な話がある', 'Địa phương này từ ngày xưa đã có câu chuyện bí ẩn lưu truyền.'], ['3. 漢字は中国から伝わってきた', 'Kanji được truyền từ Trung Quốc.'], ['4. 空気がないと音は伝わらない', 'Khi không có không khí không truyền được âm thanh.']]"
755,伝える,つた,truyền/truyện,"truyền, truyền đạt, truyền (đạo), dẫn, truyền","[['1. 電話で用事を伝える', 'Truyền đạt việc bận qua điện thoại.'], ['2. （あいさつ）「みなさんによろしくお伝えください」', '( Chào hỏi) ""Hãy gửi lời cảm ơn đến mọi người.""'], ['3. ふるさとの料理を若い人に伝える', 'Truyền lại món ăn của quê hương cho người trẻ tuổi.'], ['4. ザビエルがキリスト教を日本に伝えた', 'Xavier đã truyền đạo cơ đốc cho người Nhật.'], ['5. 金属は熱をよく伝える', 'Kim loại dẫn nhiệt tốt.']]"
756,続く,つづ,tục,"tiếp tục, theo","[['1. 雨の日が続く', 'Tiếp tục những ngày mưa.'], ['2. 美しい砂浜が続いている', 'Bãi cát đẹp trải dài.'], ['3. 地震が続いて起こる', 'Tiếp tục xảy ra động đất.'], ['4. （駅で）「前の人に続いてお乗りください」', '(Ở nhà ga) ""Hãy tiến lên theo người đằng trước.""'], ['5. このまんがの続きが早く読みたい', 'Muốn nhanh chóng đọc tập tiếp theo của bộ Manga này.'], ['名 続き', 'Sự tiếp tục']]"
757,続ける,つづ,tục,"tiếp tục, liên tiếp kéo dài","[['1. もう３時間も会議を続けている', 'Cuộc họp đã kéo dài 3 tiếng vẫn tiếp tục.'], ['2. 「国へ帰っても日本語の勉強を続けてください」', '""Dù về nước vẫn tiếp tục học tiếng Nhật.""'], ['3. ３回続けて遅刻して、先生に怒られた', '3 lần liên tiếp đi muộn làm thầy nổi giận.']]"
758,つながる,,,"được kết nối, dẫn tới, nối nhau, kết nối","[['1. 本州と四国は橋でつながっている', 'Nối giữa hòn đảo Honshu và Shikoku là cây cầu.'], ['2. この道は駅につながっている', 'Con đường này dẫn đến nhà ga.'], ['3. 努力が合格につながった', 'Sự nổ lực dẫn đến đậu kì thi.'], ['4. 渋滞で車が１キロもつながっている', 'Vì tắc nghẽn giao thông, ô tô nối nhau gần 1 cây số.'], ['5. やっと電話がつながった', 'Cuối cùng điện thoại cũng đã được kết nối.'], ['6. 人と人のつながりを大切にしたい', 'Kết nối giữa con người và con người là rất quan trọng.'], ['名 つながり', 'Sự kết nối']]"
759,つなぐ,,,kết nối,"[['1. この橋は本州と四国をつないでいる', 'Cây cầu này nối hai đảo là Honshu và Shinkoku.'], ['2. パソコンにプリンターをつなぐ', 'Kết nối máy tính và máy in.'], ['3. 恋人と手をつないで歩く', 'Nắm tay người yêu đi bộ.'], ['4. 「もしもし、１０２号室をお願いします」「はい、おつなぎします」', '""Alo, nối máy phòng 102 giúp tôi."" ""Vâng, tôi nối máy ngay.""']]"
760,つなげる,,,"kết nối, làm chặt","[['1. このチャンスをぜひ成功につなげたい', 'Tôi muốn nắm chắc thành công ở cơ hội này.']]"
761,伸びる,の,thân,"dài, cao, vượt","[['1. ｛背／髪／ひげ\u3000…｝が伸びる', '{Lưng/ tóc/ râu…} dài ra.'], ['2. 体操をしたら、腰が伸びた', 'Nếu tập thể dục lưng sẽ dài ra.'], ['3. ｛記録／売り上げ\u3000…｝が伸びる', '{Kỉ lục/ doanh thu…} tăng lên.'], ['4. ラーメンがのびる', 'Sợi mì nở ra.'], ['5. 下着のゴムがのびてはけなくなった', 'Chun của đồ lót đã bị giãn.'], ['名 伸び→\u3000＿が大きい <=> 小さい', 'Tăng nhiều <=> tăng ít']]"
762,伸ばす,の,thân,"nuôi dài, tăng","[['1. ｛髪／ひげ／身長\u3000…｝を伸ばす', 'Nuôi {tóc/ râu/ chiều cao…} dài ra.'], ['2. アイロンをかけてしわを伸ばす', 'Ủi quần áo xóa nếp nhăn.'], ['3. 腰を伸ばす体操', 'Rèn luyện thể thao tăng chiều cao.'], ['4. 練習して、水泳の記録を伸ばす', 'Luyện tập để tăng kỉ lục bơi.']]"
763,延びる,の,duyên,"bị trì hoãn, kéo dài","[['1. レポートのしめ切りが延びてよかった', 'Hạn chót của báo cáo được trì hoãn thật may.'], ['2. ２時間の予定だった会議が延びて３時間になった', 'Cuộc họp dự định hai tiếng đã kéo dài thành 3 tiếng.'], ['3. 日本では、平均寿命が延びている', 'Nhật Bản tuổi thọ trung bình đang tăng lên.'], ['4. 鉄道が、となりの市まで延びた', 'Đường sắt được kéo dài đến thành phố bên cạnh.']]"
764,延ばす,の,duyên,"làm hoàn, kéo dài","[['1. チケットが取れなかったので、帰国の日を延ばした', 'Vì không lấy được vé, nên hoãn ngày về nước.'], ['2. みんなが終らないので、先生がテストの時間を１０分延ばしてくれた', 'Vì mọi người chưa hoàn thành, thầy giáo đã cho kéo dài bài test thêm 10 phút.'], ['3. 道路を２０キロ先まで延ばした', 'Đường phía trước kéo dài 20km.'], ['類 延期する、延長する', 'Trì hoãn, kéo dài thêm']]"
765,重なる,かさ,trọng/trùng,"lồng vào nhau, chồng chất","[['1. 印刷したら、紙が２枚重なって出てきた', 'Khi in, giấy chồng hai tờ lên nhau chui ra.'], ['2. 日曜日と祝日が重なると、次の月曜日が休みになる', 'Chủ nhật và ngày lễ trùng nhau thì sẽ được nghỉ ngày thứ hai tiếp theo.']]"
766,重ねる,かさ,trọng/trùng,"lồng vào nhau, chồng chất","[['1. 皿を重ねて置いておく', 'Chồng đĩa sẵn lên nhau.'], ['2. 寒かったので、セーターを２枚重ねて着た', 'Vì trời lạnh nên đã mặc lồng hai áo len.'], ['3. ｛練習／経験／無理／苦労\u3000…｝を重ねる', '{Luyện tập/ kinh nghiệm/ vô lí/ vất vả…} chồng chất.']]"
767,広がる,ひろ,quảng,"rộng, lan rộng, mở rộng","[['1. 道幅が広がって、歩きやすくなった', 'Con đường rất rộng nên đi bộ thoải mái.'], ['2. １位と２位の選手の差が広がっている', 'Khoảng cách của tuyển thủ số 1 và số 2 đang được nới rộng.'], ['3. 最近、すそが広がったデザインのスボンがはやっている', 'Gần đây, tà áo đang được làm theo thiết kế rộng của quần.'], ['4. 強風のため、火事がどんどん広がっている', 'Vì gió mạnh, hỏa hoạn đang được lan rộng.'], ['5. 長雨の被害が広がっている', 'Thiệt hại của mưa kéo dài đang lan rộng.'], ['6. ｛空／海／砂漠／森林／草原\u3000…｝が広がっている', '{Bầu trời/ biển/ sa mạc/ rừng/ thảo nguyên…} mở rộng.'], ['対 狭まる', 'Hẹp lại']]"
768,広げる,ひろ,quảng,"mở rộng, trải rộng, dan rộng","[['1. お客さんが増えているので、もっと店を広げたい', 'Vì khách đang tăng lên nên muốn mở rộng quán hơn nữa.'], ['2. ｛道路／勢力／視野／スペース\u3000…｝を広げる', 'Mở rộng {đường/ thế lực/ tầm hiểu biết/ vũ trụ…}.'], ['3. 机の上に新聞を広げて読む', 'Trải rộng báo trên bàn rồi đọc.'], ['4. ｛両手／羽／かさ／本\u3000…｝を広げる', '{Hai tay/ cánh/ ô/ sách…} mở rộng.']]"
769,載る,の,tải,"lên, vừa","[['1. この荷物は大きすぎて、私の車にはのらないだろう', 'Hành lí này quá to, có lẽ không vừa xe ô tô của tôi.'], ['2. 新聞に、私の書いた記事が載った', 'Kí sự tôi đã viết được đăng lên báo.']]"
770,載せる,の,tải,"cho lên, đăng tải","[['1. たなに荷物をのせる', 'Cho hành lí lên giá.'], ['2. 「いい作品は文集に載せますから、がんばって書いてください」', '""Vì tác phẩm hay sẽ cho vào tập sách nên cố gắng lên nhé.""']]"
771,そろう,,,"tụ tập, thu thập, hợp, hòa hợp","[['1. 「全員がそろったら出発しましょう」', 'Khi tụ tập đủ nhân viên sẽ xuất phát.'], ['2. この本屋にはパソコン関係の本がそろっている', 'Hiệu sách này có đầy đủ sách liên quan đến máy tính.'], ['3. このまんがのシリーズは、全部はそろっていない', 'Loạt manga này vẫn chưa thu thập đủ toàn bộ.'], ['4. カーテンとカーペットの色がそろっていると、部屋がきれいに見える', 'Nếu màu rèm và màu thảm hài hòa thì nhìn phòng sẽ đẹp.'], ['5. みんなの意見がなかなかそろわない', 'Ý kiến của mọi người mãi mà không thống nhất.'], ['6. 声がそろった美しいコーラス', 'Một đội hợp xướng đẹp, hợp giọng.'], ['7. くつとそろいのバッグ', 'Cái giày này hợp với cái túi.'], ['名 （お）\u3000そろい', 'Hợp']]"
772,そろえる,,,"tập hợp, chuẩn bị, sắp xếp, hợp","[['1. マージャンをするため、ナンバーをそろえた', 'Tập hợp thành viên để chơi mạt chược.'], ['2. 料理の前に材料をそろうておく', 'Trước khi nấu ăn chuẩn bị sẵn nguyên liệu.'], ['3. カーテンとカーペットの色をそろえる', 'Màn rèm và thảm nhà rất hợp màu.'], ['4. 脱いだくつはそろえておくのがエチケットだ', 'Xếp lại giày đã cởi ra là một quy tắc ứng xử.']]"
773,まとまる,,,"tổng hợp, thống nhất","[['1. ３時間話し合って、やっとクラスの意見がまとまった', 'Cuối cùng đã thống nhất được ý kiến của lớp sau 3 tiếng thảo luận.'], ['2. あしたスピーチをしなければならないのに、なかなか考えがまとまらない', 'Sáng mai tôi phải thuyết trình rồi thế mà mãi chưa sắp xếp tổng hợp được ý tưởng.'], ['3. ｛話／文章／チーム\u3000…｝がまとまる', 'Tổng hợp {cuộc nói chuyện/ văn chương/ đội…}.'], ['名 まとまり→\u3000＿がある <=> ない', 'Tổng hợp, có(tổng hợp, kết luận, thống nhất) <=> không có ( tổng hợp, kết luận, thống nhất)']]"
774,まとめる,,,"tập hợp, gom lại, sắp xếp","[['1. 引っ越しの前に、いらなくなったものをまとめて捨てた', 'Trước khi chuyển nhà đã tập hợp lại đồ không dùng nữa đem đi vứt.'], ['2. 話す前に考えをまとめておく', 'Sắp xếp lại suy nghĩ trước khi nói.'], ['3. 小学校の先生は、クラスをまとめるのが大変だ', 'Giáo viên tiểu học tập hợp lớp rất vất vả.'], ['4. 来月までに論文をまとめなければならない', 'Trước tháng sau phải tập hợp( sắp xếp lại) luận văn.'], ['5. ｛話／考え／文章／チーム／荷物\u3000…｝をまとめる', 'Tập hợp( sắp xếp) {cuộc nói chuyện/ suy nghĩ/ văn chương/ đội / hành lí…}.'], ['6. 会議の最後に司会者が内容のまとめをした）', 'Chủ tịch tập hợp lại nội dung sau cuộc họp.'], ['名 まとめ', 'Tổng hợp']]"
775,付く,つ,phụ,"dính, gắn, có được, ngấm vào, đính kèm","[['1. けがをしてシャツに血がついた', 'Bị thương nên máu dính vào áo.'], ['2. 新しいバッグにすぐくずがついてしまった', 'Cái túi của tôi đã bị xước mất rồi.'], ['3. ウォーキングを毎日したら体力がついた', 'Hằng ngày tôi đi bộ và thể lực đã tăng lên.'], ['4. 日本へ来ていろいろな知識が身についた', 'Đến Nhật học hỏi được nhiều điều cho bản thân.'], ['5. このおかしにはおまけがついている', 'Kẹo này đang được kèm khuyến mại.'], ['6. この本には英語の訳がついている', 'Quyển sách này có cả dịch tiếng Anh.'], ['7. 最近は子どもの受験に親がついていくことが多い', 'Gần đây, nhiều bố mẹ theo sát việc thi cử của con.'], ['8. このスープには味がついていない', 'Súp này chưa nêm gia vị.']]"
776,付ける,つ,phụ,"bôi, phết, gắng, ngấm, biết, đính kèm, viết","[['1. パンにジャムをつける', 'Thêm mứt vào bánh mì.'], ['2. 口紅をつける', 'Bôi son.'], ['3. 日本へ来ていろいろな知識を身につけた', 'Đến Nhật học hỏi được nhiều điều cho bản thân.'], ['4. 英語ができない人には通訳をつけます', 'Có người phiên dịch cho người không biết tiếng Anh.'], ['5. 塩でスープに味をつける', 'Nêm gia vị vào súp bằng muối.'], ['6. 採用のとき、いろいろと条件をつけられた', 'Khi tuyển dụng có rất nhiều điều kiện được kèm vào.'], ['7. 毎日日記をつけている', 'Viết nhật kí hằng ngày.'], ['連 身に＿', 'Có được, học được']]"
777,たまる,,,"lưu trữ, tích tụ","[['1. ｛お金／水／ごみ／ストレス\u3000…｝がたまる', 'Tích {tiền/ nước/ rác/ stress…}.']]"
778,ためる,,,tích,"[['1. ｛お金／水／ごみ／ストレス\u3000…｝がためる', 'Tích {tiền/ nước/ rác/ stress…} lại.'], ['2. 宿題をためてしまい、休みの最後の日にまとめてやった', 'Dồn tất cả bài tập lại và làm vào ngày nghỉ cuối cùng.']]"
779,混じる/交じる,ま,hỗn giao,"giao nhau, lẫn vào","[['1. 女の子が男の子に交じってサッカーをしている', 'Cả con trai lẫn con gái đang chơi đá bóng.'], ['2. 合格発表の前は、期待に不安が混じって落ち着かなかった', 'Trước khi có kết quả thi, tôi không thể bình tĩnh, nỗi bất an và sự kì vọng xen lẫn nhau.'], ['3. 白髪交じり、英語交じり、冗談交じり', 'Pha lẫn tóc bạc, pha tiếng Anh, pha lẫn trò đùa.'], ['合 ［名詞］\u3000＋交じり', 'Danh từ + 交じり']]"
780,混ざる/交ざる,ま,hỗn giao,trộn vào,"[['1. 男女が交ざってサッカーをした', 'Cả nam nữ hòa  vào nhau chơi đá bóng.'], ['2. 材料が十分混ざっていないと、おいしいケーキはできない', 'Nếu nguyên liệu không trộn đều thì bánh sẽ không ngon.'], ['3. 白いペンキに青が混ざって、水色になってしまった', 'Trộn sơn trắng với sơn màu xanh sẽ được màu nước.']]"
781,混ぜる/交ぜる,ま,hỗn giao,trộn lẫn,"[['1. お米に豆を交ぜてたいた', 'Trộn gạo lẫn với đậu.'], ['2. 彼は日本語と中国語を交ぜて話す', 'Anh ấy nói lẫn cả tiếng Nhật với tiếng Trung.'], ['3. 赤と黄色を混ぜるとオレンジ色になる', 'Màu đỏ trộn với màu vàng ra màu cam.'], ['4. 「さとうを入れてよく混ぜてください」', '""Cho đường vào và khuấy đều tay.""'], ['合 かき＿', 'Trộn']]"
782,解ける/溶ける,と,giải dung,"giải quyết, tan","[['1. ３時間かかって、やっと問題が解けた', 'Mất 3 tiếng cuối cùng cũng giải quyết xong vấn đề.'], ['2. 長い間の疑問が解けた', 'Đã giải quyết được nghi vấn trong thời gian dài.'], ['3. 春になって雪がとけた', 'Đến mùa xuân thì tuyết tan.'], ['4. この洗剤は冷たい水に溶けにくい', 'Nước tẩy này khó tan trong nước lạnh.']]"
783,解く/溶く/溶かす,と,giải dung,"giải quyết, tan","[['1. 数学の問題を解く', 'Giải quyết vấn đề của bài toán.'], ['2. 電子レンジでバターをとかす', 'Làm chảy bơ trong lò vi sóng.'], ['3. コーヒーにさとうを溶かす', 'Làm tan đường trong cà phê.'], ['4. 卵をといてフライパンに流す', 'Đánh trứng rồi cho vào chảo.']]"
784,含む,ふく,hàm,"bao gồm, chứa","[['1. レモンはビタミンCを多くふくんでいる', 'Quả chanh chưa nhiều vitamin C.'], ['2. この値段には消費税がふくまれている', 'Giá này đã bao gồm thuế tiêu dùng.']]"
785,含める,ふく,hàm,bao gồm,"[['1. うちの家族は、私をふくめて５人です', 'Gia đình tôi bao gồm cả tôi là 5 người.'], ['2. 毎日の昼食代は、飲み物もふくめると１０００円ぐらいだ', 'Tiền ăn trưa hằng ngày bao gồm cả đồ uống thì khoảng 1000 yên.']]"
786,抜ける,ぬ,bạt,"tháo, tuột","[['1. 髪の毛が抜ける', 'Tóc rụng.'], ['2. タイヤの空気が抜けた', 'Thủng lốp xe.'], ['3. この書類は3ページ目が抜けている', 'Tài liệu này thiếu trang thứ 3.'], ['4. 中村選手が抜けて、チームが弱くなった', 'Thiếu tuyển thủ Nakamura đội trở nên yếu.'], ['類 飛ぶ', 'Tháo, tuột']]"
787,抜く,ぬ,bạt,"lấy ra, nhổ, cho qua, bỏ, thư giãn (cơ thể)","[['1. 虫歯を抜く', 'Nhổ răng sâu.'], ['2. ビールのせんを抜く', 'Mở nắp chai bia.'], ['3. 体の力を抜く', 'Thả lỏng người.'], ['4. 朝食を抜く', 'Bỏ cơm sáng.'], ['5. マラソンで、前の3人を抜いて、トップになった', 'Vượt qua 3 người đằng trước vươn lên đứng top trong cuộc thi chạy.']]"
788,現れる,あらわ,hiện,"xuất hiện, hiện ra","[['1. 犯人は金を取りに現れたところを逮捕された', 'Vừa lúc tên tội phạm xuất hiện để ăn trộm tiền thì bị bắt.'], ['2. 雲の間から月が現れた', 'Mặt trăng xuất hiện giữa đám mây.'], ['3. 新しい薬の効果がすぐに現れた', 'Hiệu quả của loại thuốc mới nhanh chống xuất hiện.']]"
789,現す,あらわ,hiện,làm hiện ra,"[['1. 雲がなくなって、富士山が姿を現した', 'Hiện ra hình dạng núi Phú Sĩ khi trời quang mây.'], ['2. 新しい薬がすぐに効果を現した', 'Hiệu quả của loại thuốc mới nhanh chống xuất hiện.']]"
790,表れる,あらわ,biểu,biểu hiện,"[['1. 彼の顔には合格した喜びが表れていた', 'Mặt anh ấy hiện ra niềm vui khi đã đỗ.']]"
791,表す,あらわ,biểu,"biểu thị, biểu lộ","[['1. 気持ちを｛言葉／絵／態度\u3000…｝で表す', 'Biểu thị cảm xúc bằng {từ ngữ/ tranh/ thái độ…}.'], ['2. 地図では「〒」は郵便局を表す', 'Bản đồ có chữ テ là biểu thị của bưu điện.']]"
792,散る,ち,tán/tản,"rơi, tàn","[['1. 風で桜が散ってしまった', 'Hoa anh đào rụng vì gió.'], ['合 飛び＿', 'Bay']]"
793,散らす,ち,tán/tản,"làm rụng, vứt lung tung","[['1. 風が桜を散らしてしまった', 'Hoa anh đào bị rụng vì gió.']]"
794,明ける,あ,minh,"kết thúc (mùa mưa), bắt đầu (năm mới), đến (đêm)","[['1. ｛夜／年／梅雨｝が明ける', 'Đến đêm/ bắt đầu năm mới/ hết( cuối) mùa mưa.'], ['合 ｛夜／年／梅雨｝＋明け', 'Bình minh/ năm mới/ cuối mùa mưa']]"
795,差す,さ,sai,"giương (ô), giơ (tay), chiếu (nắng).","[['1. 雨がやんで、日が差してきた', 'Hết cơn mưa trời lại sáng.'], ['2. かさをさす', 'Giương ô.'], ['3. 目薬をさす', 'Nhỏ thuốc nhỏ mắt.']]"
796,パートナー,,,đối tác (partner),"[['1. あの人は仕事のいいパートナーだ', 'Người đó chắc là đối tác tốt trong công việc.'], ['2. うちの犬はただのペットではなくて、私のパートナーです', 'Con chó nhà tôi không chỉ là vật nuôi mà còn là bạn đồng hành của tôi.']]"
797,リーダー,,,lãnh đạo (leader),"[['1. グループのリーダーを決める', 'Quyết định người đứng đầu của nhóm.'], ['2. この国に新しいリーダーが誕生した', 'Sự ra đời lãnh đạo mới của đất nước này.'], ['合 ＿シップ、チア＿', 'Cương vị lãnh đạo, khả năng lãnh đạo, đội trưởng đội cổ vũ']]"
798,ボランテイア,,,"tình nguyện, tình nguyện viên (volunteer)","[['1. 老人ホームでボランティアをしている', 'Làm tình nguyện ở viện dưỡng lão.'], ['2. ボランティアで日本語を教えている', 'Dạy tiếng Nhật tình nguyện.'], ['3. 介護のボランティアを募集する', 'Tuyển tình nguyện viên điều dưỡng.'], ['連 ＿をする', 'Làm tình nguyện'], ['合 ＿活動、＿精神', 'Hoạt động tình nguyện, tinh thần tình nguyện']]"
799,コミュニケーション,,,giao tiếp (communication),"[['1. 同僚とはじゅうぶんコミュニケーションをとったほうがよい', 'Nên giao tiếp thường xuyên với đồng nghiệp thì tốt hơn.'], ['2. うちの家族は最近コミュニケーションが少ない', 'Gia đình tôi gần đây ít nói chuyện với nhau.'], ['連 ＿をとる、＿がない', 'Giao tiếp, không có giao tiếp']]"
800,ユーモア,,,hài hước (humor),"[['1. ユーモアがある彼はクラスの人気者だ', 'Anh ấy có sự hài hước và được yêu quý trong lớp.'], ['2. 旅行の話を、ユーモアたっぷりに話す', 'Kể chuyện chuyến đi du lịch đầy ắp sự hài hước.'], ['連 ＿があるない', 'Có sự hài hước <=> không có sự hài hước']]"
801,ショック,,,"bất ngờ, sốc (shock)","[['1. 彼女にほかの恋人がいて、ショックだった', 'Tôi rất sốc vì người yêu tôi có bạn trai mới.'], ['2. 親友の突然の死にショックを受けた', 'Rất sốc khi biết bạn thân mất đột ngột.'], ['3. シートベルトをすれば、ショックが小さくなる', 'Nếu thắt dây an toàn bạn sẽ bớt xóc.'], ['4. この時計はショックに強い', 'Cái đồng hồ này chống shock tốt.'], ['連 ＿が大きい <=> 小さい、＿を受ける、＿を与える', 'Shock nặng <=> shock nhẹ, bị shock <=> gây shock']]"
802,ストレス,,,căng thẳng (street),"[['1. ストレスがたまったときは、カラオケに行く', 'Khi căng thẳng nhiều tôi đi hát karaoke.'], ['2. ストレスで胃に穴があいた', 'Vì stress nên tôi bị bệnh dạ dày( có lổ thủng dạ dày).'], ['連 ＿が大きい <=> 小さい、＿がたまる、＿をためる、＿を与える、＿を発散する、＿を解消する', 'Stress nhiều<=> stress ít, chồng chất stress, gây ra stress, tiêu tan stress'], ['合 ＿解消', 'Thoát khỏi stress'], ['関 プレッシャー', 'Căng thẳng, ức chế']]"
